,Unnamed: 0,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
4069,4069,Mortdecai,27.0,R,107 min,23 Jan 2015,2015,"Action, Comedy, Crime, Mystery, Romance","$6,847,536",5.5,"62,154",Internet Movie Database,5.5/10,Rotten Tomatoes,13%,Metacritic,27/100
4070,4070,Song One,48.0,PG-13,86 min,22 Jan 2015,2014,"Drama, Music","$20,200",5.8,"8,622",Internet Movie Database,5.8/10,Rotten Tomatoes,33%,Metacritic,48/100
4071,4071,Strange Magic,25.0,PG,99 min,23 Jan 2015,2015,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","$10,201,634",5.8,"9,404",Internet Movie Database,5.8/10,Rotten Tomatoes,16%,Metacritic,25/100
4073,4073,Black or White,45.0,PG-13,121 min,30 Jan 2015,2014,Drama,"$15,504,419",6.6,"10,798",Internet Movie Database,6.6/10,Rotten Tomatoes,39%,Metacritic,45/100
4074,4074,The Loft,24.0,R,108 min,30 Jan 2015,2014,"Mystery, Romance, Thriller","$4,409,157",6.3,"47,851",Internet Movie Database,6.3/10,Rotten Tomatoes,14%,Metacritic,24/100
4079,4079,Jupiter Ascending,40.0,PG-13,127 min,06 Feb 2015,2015,"Action, Adventure, Sci-Fi","$43,733,037",5.3,"168,815",Internet Movie Database,5.3/10,Rotten Tomatoes,27%,Metacritic,40/100
4081,4081,Seventh Son,30.0,PG-13,102 min,06 Feb 2015,2014,"Action, Adventure, Fantasy","$14,945,592",5.5,"67,254",Internet Movie Database,5.5/10,Rotten Tomatoes,11%,Metacritic,30/100
4086,4086,Fifty Shades of Grey,46.0,R,125 min,13 Feb 2015,2015,"Drama, Romance, Thriller","$189,859,585",4.1,"281,905",Internet Movie Database,4.1/10,Rotten Tomatoes,24%,Metacritic,46/100
4087,4087,Kingsman: The Secret Service,60.0,R,129 min,13 Feb 2015,2014,"Action, Adventure, Comedy, Thriller","$119,469,511",7.7,"550,429",Internet Movie Database,7.7/10,Rotten Tomatoes,74%,Metacritic,60/100
4089,4089,The Duff,56.0,PG-13,101 min,20 Feb 2015,2015,"Comedy, Romance","$30,777,437",6.5,"76,221",Internet Movie Database,6.5/10,Rotten Tomatoes,72%,Metacritic,56/100
4093,4093,Focus,56.0,R,105 min,27 Feb 2015,2015,"Comedy, Crime, Drama, Romance","$50,265,541",6.6,"194,557",Internet Movie Database,6.6/10,Rotten Tomatoes,56%,Metacritic,56/100
4095,4095,Maps to the Stars,67.0,R,111 min,27 Feb 2015,2014,"Comedy, Drama","$338,190",6.2,"35,436",Internet Movie Database,6.2/10,Rotten Tomatoes,62%,Metacritic,67/100
4100,4100,The Second Best Exotic Marigold Hotel,51.0,PG,122 min,06 Mar 2015,2015,"Comedy, Drama","$38,996,694",6.5,"29,314",Internet Movie Database,6.5/10,Rotten Tomatoes,65%,Metacritic,51/100
4102,4102,Cinderella,67.0,PG,105 min,13 Mar 2015,2015,"Drama, Family, Fantasy, Romance","$183,327,144",6.9,"145,417",Internet Movie Database,6.9/10,Rotten Tomatoes,85%,Metacritic,67/100
4106,4106,It Follows,83.0,R,100 min,13 Mar 2015,2014,"Horror, Mystery, Thriller","$10,705,259",6.8,"186,237",Internet Movie Database,6.8/10,Rotten Tomatoes,96%,Metacritic,83/100
4109,4109,Danny Collins,58.0,R,106 min,10 Apr 2015,2015,"Biography, Comedy, Drama, Music","$4,242,318",7.0,"27,861",Internet Movie Database,7.0/10,Rotten Tomatoes,77%,Metacritic,58/100
4112,4112,The Gunman,39.0,R,115 min,20 Mar 2015,2015,"Action, Crime, Drama, Mystery, Thriller","$7,926,657",5.8,"36,581",Internet Movie Database,5.8/10,Rotten Tomatoes,17%,Metacritic,39/100
4116,4116,Home,55.0,PG,94 min,27 Mar 2015,2015,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","$157,801,252",6.6,"86,768",Internet Movie Database,6.6/10,Rotten Tomatoes,50%,Metacritic,55/100
4117,4117,Serena,36.0,R,109 min,26 Feb 2015,2014,"Drama, History, Romance","$326,289",5.4,"24,749",Internet Movie Database,5.4/10,Rotten Tomatoes,16%,Metacritic,36/100
4118,4118,While We're Young,77.0,R,97 min,17 Apr 2015,2014,"Comedy, Drama, Mystery","$7,008,208",6.3,"41,625",Internet Movie Database,6.3/10,Rotten Tomatoes,84%,Metacritic,77/100
4120,4120,Furious 7,67.0,PG-13,137 min,03 Apr 2015,2015,"Action, Adventure, Thriller","$316,986,481",7.2,"338,987",Internet Movie Database,7.2/10,Rotten Tomatoes,81%,Metacritic,67/100
4122,4122,Ex Machina,78.0,R,108 min,24 Apr 2015,2014,"Drama, Mystery, Sci-Fi, Thriller","$19,012,798",7.7,"431,144",Internet Movie Database,7.7/10,Rotten Tomatoes,92%,Metacritic,78/100
4127,4127,Beyond the Reach,34.0,R,91 min,17 Apr 2015,2014,Thriller,"$32,050",5.6,"8,879",Internet Movie Database,5.6/10,Rotten Tomatoes,37%,Metacritic,34/100
4128,4128,Child 44,41.0,R,137 min,17 Apr 2015,2015,"Crime, Drama, History, Thriller","$1,314,609",6.5,"60,328",Internet Movie Database,6.5/10,Rotten Tomatoes,27%,Metacritic,41/100
4129,4129,Monkey Kingdom,72.0,G,81 min,17 Apr 2015,2015,Documentary,"$11,360,669",7.3,"3,454",Internet Movie Database,7.3/10,Rotten Tomatoes,93%,Metacritic,72/100
4132,4132,True Story,50.0,R,99 min,17 Apr 2015,2015,"Crime, Drama, Mystery, Thriller","$3,422,747",6.3,"55,018",Internet Movie Database,6.3/10,Rotten Tomatoes,45%,Metacritic,50/100
4133,4133,Unfriended,59.0,R,83 min,17 Apr 2015,2014,"Horror, Mystery, Thriller","$31,354,666",5.5,"62,817",Internet Movie Database,5.5/10,Rotten Tomatoes,62%,Metacritic,59/100
4134,4134,Adult Beginners,57.0,R,92 min,24 Apr 2015,2014,"Comedy, Drama","$104,415",5.6,"7,691",Internet Movie Database,5.6/10,Rotten Tomatoes,48%,Metacritic,57/100
4137,4137,Just Before I Go,24.0,R,95 min,24 Apr 2015,2014,"Comedy, Drama","$8,129",6.4,"16,748",Internet Movie Database,6.4/10,Rotten Tomatoes,10%,Metacritic,24/100
4138,4138,Little Boy,30.0,PG-13,106 min,24 Apr 2015,2015,"Drama, History, War","$4,902,290",7.4,"21,141",Internet Movie Database,7.4/10,Rotten Tomatoes,23%,Metacritic,30/100
4140,4140,Avengers: Age of Ultron,66.0,PG-13,141 min,01 May 2015,2015,"Action, Adventure, Sci-Fi","$429,113,729",7.3,"680,834",Internet Movie Database,7.3/10,Rotten Tomatoes,75%,Metacritic,66/100
4143,4143,Hot Pursuit,31.0,PG-13,87 min,08 May 2015,2015,"Action, Comedy, Crime","$26,863,875",5.1,"45,212",Internet Movie Database,5.1/10,Rotten Tomatoes,7%,Metacritic,31/100
4144,4144,Maggie,52.0,PG-13,95 min,08 May 2015,2015,"Drama, Horror","$136,397",5.6,"39,256",Internet Movie Database,5.6/10,Rotten Tomatoes,60%,Metacritic,52/100
4145,4145,Mad Max: Fury Road,90.0,R,120 min,15 May 2015,2015,"Action, Adventure, Sci-Fi, Thriller","$129,483,877",8.1,"795,116",Internet Movie Database,8.1/10,Rotten Tomatoes,97%,Metacritic,90/100
