,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
148,Ninth Street,N/A,R,95 min,10 Jan 1999,1999,Drama,N/A,6.5,109,Internet Movie Database,6.5/10,null,null,null,null
149,Notting Hill,68,PG-13,124 min,28 May 1999,1999,"Comedy, Drama, Romance",N/A,7.1,"249,423",Internet Movie Database,7.1/10,Rotten Tomatoes,83%,Metacritic,68/100
150,October Sky,71,PG,108 min,19 Feb 1999,1999,"Biography, Drama, Family",N/A,7.8,"76,360",Internet Movie Database,7.8/10,Rotten Tomatoes,91%,Metacritic,71/100
151,Office Space,68,R,89 min,19 Feb 1999,1999,Comedy,N/A,7.7,"229,258",Internet Movie Database,7.7/10,Rotten Tomatoes,80%,Metacritic,68/100
152,The Omega Code,14,PG-13,100 min,27 Aug 1999,1999,"Action, Adventure, Fantasy, Sci-Fi, Thriller",N/A,3.5,"4,887",Internet Movie Database,3.5/10,Rotten Tomatoes,8%,Metacritic,14/100
153,One Man's Hero,24,R,121 min,08 Oct 1999,1999,"Action, Drama, History, Romance, War, Western",N/A,6.2,"1,007",Internet Movie Database,6.2/10,Rotten Tomatoes,38%,Metacritic,24/100
154,The Other Sister,28,PG-13,129 min,26 Feb 1999,1999,"Comedy, Drama, Romance",N/A,6.5,"11,447",Internet Movie Database,6.5/10,Rotten Tomatoes,29%,Metacritic,28/100
155,"Our Friend, Martin",N/A,TV-G,60 min,12 Jan 1999,1999,"Animation, Drama, Family",N/A,6.7,786,Internet Movie Database,6.7/10,null,null,null,null
156,P.U.N.K.S.,N/A,PG,115 min,05 Jan 1999,1999,"Comedy, Sci-Fi",N/A,4.7,"1,177",Internet Movie Database,4.7/10,null,null,null,null
157,The Passion of Ayn Rand,N/A,TV-MA,104 min,27 Jan 1999,1999,"Biography, Drama, Romance",N/A,6.0,"1,315",Internet Movie Database,6.0/10,Rotten Tomatoes,83%,null,null
158,Passport to Paris,N/A,G,87 min,09 Nov 1999,1999,"Family, Comedy",N/A,5.3,"4,815",Internet Movie Database,5.3/10,null,null,null,null
159,Payback,46,R,100 min,05 Feb 1999,1999,"Action, Crime, Drama, Thriller",N/A,7.1,"125,576",Internet Movie Database,7.1/10,Rotten Tomatoes,54%,Metacritic,46/100
160,Play It to the Bone,32,R,124 min,21 Jan 2000,1999,"Comedy, Drama, Sport",N/A,5.5,"11,130",Internet Movie Database,5.5/10,Rotten Tomatoes,11%,Metacritic,32/100
161,Pushing Tin,47,R,124 min,23 Apr 1999,1999,"Comedy, Drama, Romance",N/A,6.0,"27,105",Internet Movie Database,6.0/10,Rotten Tomatoes,48%,Metacritic,47/100
162,The Rage: Carrie 2,42,R,104 min,12 Mar 1999,1999,"Horror, Sci-Fi, Thriller",N/A,4.7,"14,601",Internet Movie Database,4.7/10,Metacritic,42/100,null,null
163,Random Hearts,38,R,133 min,08 Oct 1999,1999,"Drama, Mystery, Romance",N/A,5.2,"18,925",Internet Movie Database,5.2/10,Rotten Tomatoes,15%,Metacritic,38/100
164,Ravenous,46,R,101 min,19 Mar 1999,1999,"Adventure, Comedy, Horror",N/A,7.0,"34,621",Internet Movie Database,7.0/10,Rotten Tomatoes,45%,Metacritic,46/100
165,Retro Puppet Master,N/A,PG-13,80 min,01 Nov 2005,1999,"Adventure, Fantasy, Horror, Romance, Sci-Fi",N/A,4.1,"1,706",Internet Movie Database,4.1/10,null,null,null,null
166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
167,Rites of Passage,N/A,R,103 min,16 Oct 2012,2012,Thriller,N/A,4.1,"1,373",Internet Movie Database,4.1/10,null,null,null,null
168,Runaway Bride,39,PG,116 min,30 Jul 1999,1999,"Comedy, Romance",N/A,5.5,"88,117",Internet Movie Database,5.5/10,Rotten Tomatoes,46%,Metacritic,39/100
169,The Runner,39,R,90 min,07 Aug 2015,2015,Drama,N/A,4.7,"4,644",Internet Movie Database,4.7/10,Rotten Tomatoes,24%,Metacritic,39/100
170,She's All That,51,PG-13,95 min,29 Jan 1999,1999,"Comedy, Romance",N/A,5.9,"79,299",Internet Movie Database,5.9/10,Rotten Tomatoes,40%,Metacritic,51/100
171,Simon Sez,16,PG-13,85 min,24 Sep 1999,1999,"Action, Comedy",N/A,2.5,"6,462",Internet Movie Database,2.5/10,Rotten Tomatoes,0%,Metacritic,16/100
172,Simply Irresistible,27,PG-13,96 min,05 Feb 1999,1999,"Comedy, Drama, Fantasy, Romance",N/A,5.3,"12,713",Internet Movie Database,5.3/10,Rotten Tomatoes,16%,Metacritic,27/100
173,The Sixth Sense,64,PG-13,107 min,06 Aug 1999,1999,"Drama, Mystery, Thriller",N/A,8.1,"853,635",Internet Movie Database,8.1/10,Rotten Tomatoes,86%,Metacritic,64/100
174,Sleepy Hollow,65,R,105 min,19 Nov 1999,1999,"Fantasy, Horror, Mystery",N/A,7.3,"308,985",Internet Movie Database,7.3/10,Rotten Tomatoes,68%,Metacritic,65/100
175,A Slipping-Down Life,44,R,109 min,22 Jan 1999,1999,"Drama, Music, Romance",N/A,6.2,978,Internet Movie Database,6.2/10,Rotten Tomatoes,26%,Metacritic,44/100
176,Snow Falling on Cedars,44,PG-13,127 min,07 Jan 2000,1999,"Drama, Mystery, Romance, Thriller",N/A,6.8,"13,209",Internet Movie Database,6.8/10,Rotten Tomatoes,40%,Metacritic,44/100
177,"South Park: Bigger, Longer & Uncut",73,R,81 min,30 Jun 1999,1999,"Animation, Comedy, Fantasy, Musical",N/A,7.7,"183,719",Internet Movie Database,7.7/10,Rotten Tomatoes,81%,Metacritic,73/100
178,Speedway Junky,40,R,105 min,22 Jun 1999,1999,"Crime, Drama, Romance",N/A,5.3,"1,475",Internet Movie Database,5.3/10,Rotten Tomatoes,29%,Metacritic,40/100
179,Star Wars: Episode I - The Phantom Menace,51,PG,136 min,19 May 1999,1999,"Action, Adventure, Fantasy, Sci-Fi","$431,000,000",6.5,"661,698",Internet Movie Database,6.5/10,Rotten Tomatoes,53%,Metacritic,51/100
180,Stigmata,28,R,103 min,10 Sep 1999,1999,Horror,N/A,6.2,"61,251",Internet Movie Database,6.2/10,Rotten Tomatoes,22%,Metacritic,28/100
181,Stir of Echoes,67,R,99 min,10 Sep 1999,1999,"Horror, Mystery, Thriller",N/A,7.0,"70,287",Internet Movie Database,7.0/10,Rotten Tomatoes,67%,Metacritic,67/100
182,Storm,N/A,Not Rated,110 min,20 Jan 2006,2005,"Drama, Fantasy, Mystery, Thriller",N/A,5.8,"2,528",Internet Movie Database,5.8/10,null,null,null,null
183,The Story of Us,37,R,95 min,15 Oct 1999,1999,"Comedy, Drama, Romance",N/A,6.0,"20,397",Internet Movie Database,6.0/10,Rotten Tomatoes,28%,Metacritic,37/100
184,The Straight Story,86,G,112 min,03 Nov 1999,1999,"Biography, Drama",N/A,8.0,"74,860",Internet Movie Database,8.0/10,Rotten Tomatoes,96%,Metacritic,86/100
185,Stuart Little,61,PG,84 min,17 Dec 1999,1999,"Adventure, Comedy, Family, Fantasy",N/A,5.9,"116,970",Internet Movie Database,5.9/10,Rotten Tomatoes,67%,Metacritic,61/100
186,Summer of Sam,67,R,142 min,02 Jul 1999,1999,"Crime, Drama, Romance, Thriller",N/A,6.7,"34,339",Internet Movie Database,6.7/10,Metacritic,67/100,null,null
187,Superstar,42,PG-13,81 min,08 Oct 1999,1999,"Comedy, Romance",N/A,5.1,"17,001",Internet Movie Database,5.1/10,Rotten Tomatoes,32%,Metacritic,42/100
188,Sweet and Lowdown,70,PG-13,95 min,10 Mar 2000,1999,"Comedy, Drama, Music",N/A,7.2,"30,700",Internet Movie Database,7.2/10,Rotten Tomatoes,77%,Metacritic,70/100
189,The Talented Mr. Ripley,76,R,139 min,25 Dec 1999,1999,"Crime, Drama, Thriller",N/A,7.4,"163,946",Internet Movie Database,7.4/10,Rotten Tomatoes,83%,Metacritic,76/100
190,Tarzan,79,G,88 min,18 Jun 1999,1999,"Animation, Adventure, Family, Romance",N/A,7.3,"185,568",Internet Movie Database,7.3/10,Rotten Tomatoes,89%,Metacritic,79/100
191,Teaching Mrs. Tingle,35,PG-13,96 min,20 Aug 1999,1999,"Comedy, Thriller",N/A,5.3,"18,993",Internet Movie Database,5.3/10,Rotten Tomatoes,19%,Metacritic,35/100
192,That Championship Season,N/A,R,110 min,14 Jan 1983,1982,Drama,N/A,6.3,491,Internet Movie Database,6.3/10,Rotten Tomatoes,67%,null,null
193,Thicker Than Water,N/A,Passed,21 min,16 Mar 1935,1935,"Comedy, Short",N/A,7.5,"1,127",Internet Movie Database,7.5/10,null,null,null,null
194,The Thirteenth Floor,36,R,100 min,28 May 1999,1999,"Mystery, Sci-Fi, Thriller",N/A,7.1,"62,192",Internet Movie Database,7.1/10,Rotten Tomatoes,29%,Metacritic,36/100
195,The Thirteenth Year,N/A,TV-G,95 min,15 May 1999,1999,"Comedy, Family, Fantasy",N/A,5.9,"4,213",Internet Movie Database,5.9/10,null,null,null,null
196,The Thomas Crown Affair,72,R,113 min,06 Aug 1999,1999,"Crime, Romance, Thriller",N/A,6.8,"82,370",Internet Movie Database,6.8/10,Rotten Tomatoes,70%,Metacritic,72/100
197,Three Kings,82,R,114 min,01 Oct 1999,1999,"Action, Adventure, Comedy, Drama, War",N/A,7.1,"153,666",Internet Movie Database,7.1/10,Rotten Tomatoes,94%,Metacritic,82/100
198,Three to Tango,36,PG-13,98 min,22 Oct 1999,1999,"Comedy, Romance",N/A,6.0,"17,681",Internet Movie Database,6.0/10,Rotten Tomatoes,28%,Metacritic,36/100
199,Titus,57,R,162 min,11 Feb 2000,1999,"Drama, History, Thriller",N/A,7.1,"18,949",Internet Movie Database,7.1/10,Rotten Tomatoes,68%,Metacritic,57/100
200,Toy Story 2,88,G,92 min,24 Nov 1999,1999,"Animation, Adventure, Comedy, Family, Fantasy",N/A,7.9,"483,426",Internet Movie Database,7.9/10,Rotten Tomatoes,100%,Metacritic,88/100
201,Trippin',N/A,R,94 min,12 May 1999,1999,Comedy,N/A,5.3,"1,112",Internet Movie Database,5.3/10,Rotten Tomatoes,18%,null,null
202,True Crime,65,R,127 min,19 Mar 1999,1999,"Crime, Drama, Mystery, Thriller",N/A,6.6,"29,844",Internet Movie Database,6.6/10,Rotten Tomatoes,54%,Metacritic,65/100
203,Tumbleweeds,75,PG-13,102 min,03 Mar 2000,1999,"Drama, Comedy",N/A,6.7,"3,102",Internet Movie Database,6.7/10,Rotten Tomatoes,82%,Metacritic,75/100
204,Twin Falls Idaho,71,R,111 min,29 Mar 2000,1999,Drama,N/A,7.2,"3,611",Internet Movie Database,7.2/10,Rotten Tomatoes,78%,Metacritic,71/100
205,Universal Soldier: The Return,24,R,83 min,20 Aug 1999,1999,"Action, Sci-Fi",N/A,4.2,"26,725",Internet Movie Database,4.2/10,Rotten Tomatoes,5%,Metacritic,24/100
206,Varsity Blues,50,R,106 min,15 Jan 1999,1999,"Comedy, Drama, Romance, Sport",N/A,6.5,"39,504",Internet Movie Database,6.5/10,Rotten Tomatoes,41%,Metacritic,50/100
207,The Virgin Suicides,76,R,97 min,19 May 2000,1999,"Drama, Romance",N/A,7.2,"135,644",Internet Movie Database,7.2/10,Rotten Tomatoes,76%,Metacritic,76/100
208,Virus,19,R,99 min,15 Jan 1999,1999,"Action, Horror, Sci-Fi, Thriller",N/A,5.0,"24,968",Internet Movie Database,5.0/10,Rotten Tomatoes,10%,Metacritic,19/100
209,The Waiting Game,N/A,N/A,95 min,27 Jan 2001,2001,"Drama, Romance",N/A,6.5,263,Internet Movie Database,6.5/10,null,null,null,null
210,Animaniacs: Wakko's Wish,N/A,Unrated,80 min,21 Dec 1999,1999,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical",N/A,7.2,"1,303",Internet Movie Database,7.2/10,null,null,null,null
211,A Walk on the Moon,70,R,107 min,23 Apr 1999,1999,"Drama, Romance",N/A,6.6,"7,591",Internet Movie Database,6.6/10,Rotten Tomatoes,72%,Metacritic,70/100
212,Walking Across Egypt,N/A,PG-13,100 min,17 Dec 1999,1999,"Comedy, Crime, Drama, Romance",N/A,7.2,"1,101",Internet Movie Database,7.2/10,null,null,null,null
213,When the Day Breaks,N/A,N/A,10 min,05 Sep 1999,1999,"Short, Animation, Drama",N/A,6.8,828,Internet Movie Database,6.8/10,null,null,null,null
214,Whiteboyz,45,R,92 min,08 Oct 1999,1999,"Drama, Comedy",N/A,5.3,"1,685",Internet Movie Database,5.3/10,Rotten Tomatoes,13%,Metacritic,45/100
215,Wild Wild West,38,PG-13,106 min,30 Jun 1999,1999,"Action, Comedy, Sci-Fi, Western",N/A,4.9,"145,371",Internet Movie Database,4.9/10,Rotten Tomatoes,17%,Metacritic,38/100
216,Wing Commander,21,PG-13,100 min,12 Mar 1999,1999,"Action, Adventure, Sci-Fi",N/A,4.3,"15,726",Internet Movie Database,4.3/10,Rotten Tomatoes,10%,Metacritic,21/100
217,Winnie the Pooh: Seasons of Giving,N/A,G,70 min,08 Nov 1999,1999,"Animation, Adventure, Family, Fantasy, Musical",N/A,7.0,"1,053",Internet Movie Database,7.0/10,null,null,null,null
218,Wisconsin Death Trip,40,NOT RATED,76 min,09 Mar 2000,1999,"Drama, History",N/A,6.7,"1,257",Internet Movie Database,6.7/10,Rotten Tomatoes,75%,Metacritic,40/100
219,The Woman Chaser,46,Not Rated,90 min,08 Oct 1999,1999,Comedy,N/A,7.1,567,Internet Movie Database,7.1/10,Rotten Tomatoes,69%,Metacritic,46/100
220,A Woman Scorned,N/A,N/A,8 min,05 Aug 1999,1999,Short,N/A,5.0,42,Internet Movie Database,5.0/10,null,null,null,null
221,The Wood,52,R,106 min,16 Jul 1999,1999,"Comedy, Drama, Romance",N/A,7.0,"7,744",Internet Movie Database,7.0/10,Rotten Tomatoes,61%,Metacritic,52/100
222,102 Dalmatians,35,G,100 min,22 Nov 2000,2000,"Adventure, Comedy, Family","$65,406,212",4.9,"32,329",Internet Movie Database,4.9/10,Rotten Tomatoes,31%,Metacritic,35/100
223,28 Days,46,PG-13,103 min,14 Apr 2000,2000,"Comedy, Drama",N/A,6.0,"41,252",Internet Movie Database,6.0/10,Rotten Tomatoes,32%,Metacritic,46/100
224,3 Strikes,11,R,82 min,01 Mar 2000,2000,Comedy,N/A,4.7,"2,824",Internet Movie Database,4.7/10,Rotten Tomatoes,0%,Metacritic,11/100
225,The 6th Day,49,PG-13,123 min,17 Nov 2000,2000,"Action, Mystery, Sci-Fi, Thriller","$33,813,823",5.9,"111,461",Internet Movie Database,5.9/10,Rotten Tomatoes,41%,Metacritic,49/100
226,Across the Line,N/A,Not Rated,87 min,01 Aug 2017,2015,Drama,N/A,5.0,354,Internet Movie Database,5.0/10,Rotten Tomatoes,83%,null,null
227,Adventures in Wild California,N/A,N/A,41 min,03 Feb 2001,2000,"Documentary, Short",N/A,7.0,149,Internet Movie Database,7.0/10,Rotten Tomatoes,86%,null,null
228,The Adventures of Rocky and Bullwinkle,N/A,TV-Y,30 min,11 May 2018,2018–2019,"Animation, Comedy, Family",null,5.7,211,Internet Movie Database,5.7/10,null,null,null,null
229,All the Pretty Horses,55,PG-13,116 min,25 Dec 2000,2000,"Drama, Romance, Western","$14,713,716",5.8,"12,479",Internet Movie Database,5.8/10,Rotten Tomatoes,32%,Metacritic,55/100
230,Almost Famous,90,R,122 min,22 Sep 2000,2000,"Adventure, Comedy, Drama, Music","$31,716,715",7.9,"237,103",Internet Movie Database,7.9/10,Rotten Tomatoes,89%,Metacritic,90/100
231,American Psycho,64,R,101 min,14 Apr 2000,2000,"Crime, Drama",N/A,7.6,"437,882",Internet Movie Database,7.6/10,Rotten Tomatoes,68%,Metacritic,64/100
232,Animal Factory,65,R,94 min,01 Aug 2000,2000,"Crime, Drama",N/A,6.6,"12,003",Internet Movie Database,6.6/10,Rotten Tomatoes,82%,Metacritic,65/100
233,The Art of War,30,R,117 min,25 Aug 2000,2000,"Action, Adventure, Crime, Thriller","$29,458,928",5.7,"27,552",Internet Movie Database,5.7/10,Rotten Tomatoes,16%,Metacritic,30/100
234,Autumn in New York,24,PG-13,103 min,11 Aug 2000,2000,"Drama, Romance",N/A,5.7,"23,556",Internet Movie Database,5.7/10,Rotten Tomatoes,19%,Metacritic,24/100
235,Bait,N/A,R,93 min,20 Sep 2012,2012,"Action, Adventure, Drama, Horror, Thriller","$365,187",5.2,"14,927",Internet Movie Database,5.2/10,Rotten Tomatoes,47%,null,null
236,The Ballad of Ramblin' Jack,72,PG-13,112 min,26 Jan 2000,2000,"Documentary, Biography, Music",N/A,7.8,289,Internet Movie Database,7.8/10,Rotten Tomatoes,94%,Metacritic,72/100
237,Bamboozled,50,R,135 min,20 Oct 2000,2000,"Comedy, Drama, Music","$1,883,628",6.5,"9,498",Internet Movie Database,6.5/10,Rotten Tomatoes,48%,Metacritic,50/100
238,Battlefield Earth,9,PG-13,118 min,12 May 2000,2000,"Action, Adventure, Sci-Fi",N/A,2.5,"73,025",Internet Movie Database,2.5/10,Rotten Tomatoes,3%,Metacritic,9/100
239,The Beach,43,R,119 min,11 Feb 2000,2000,"Adventure, Drama, Romance, Thriller",N/A,6.7,"210,690",Internet Movie Database,6.7/10,Rotten Tomatoes,20%,Metacritic,43/100
240,Beat,N/A,TV-MA,60 min,09 Nov 2018,2018,"Drama, Thriller",null,7.5,"1,443",Internet Movie Database,7.5/10,null,null,null,null
241,Beautiful,23,PG-13,112 min,29 Sep 2000,2000,"Drama, Comedy","$2,834,122",5.5,"3,521",Internet Movie Database,5.5/10,Rotten Tomatoes,16%,Metacritic,23/100
242,Beautiful Joe,N/A,R,98 min,09 Jun 2000,2000,"Comedy, Drama",N/A,5.8,"2,094",Internet Movie Database,5.8/10,Rotten Tomatoes,60%,null,null
243,Bedazzled,49,PG-13,93 min,20 Oct 2000,2000,"Comedy, Fantasy",N/A,6.0,"91,693",Internet Movie Database,6.0/10,Rotten Tomatoes,49%,Metacritic,49/100
244,Before Night Falls,85,R,133 min,23 Feb 2001,2000,"Biography, Drama, Romance","$2,768,814",7.2,"22,919",Internet Movie Database,7.2/10,Rotten Tomatoes,73%,Metacritic,85/100
245,Best in Show,78,PG-13,90 min,20 Oct 2000,2000,Comedy,"$16,574,225",7.5,"51,513",Internet Movie Database,7.5/10,Rotten Tomatoes,94%,Metacritic,78/100
246,Big Momma's House,33,PG-13,99 min,02 Jun 2000,2000,"Action, Comedy, Crime","$492,734",5.1,"76,719",Internet Movie Database,5.1/10,Rotten Tomatoes,30%,Metacritic,33/100
247,The Big Tease,53,R,86 min,28 Jan 2000,1999,Comedy,N/A,6.2,"2,273",Internet Movie Database,6.2/10,Rotten Tomatoes,56%,Metacritic,53/100
248,Bless the Child,17,R,107 min,11 Aug 2000,2000,"Crime, Drama, Horror, Thriller","$28,134,407",5.1,"13,333",Internet Movie Database,5.1/10,Rotten Tomatoes,3%,Metacritic,17/100
249,Boiler Room,63,R,120 min,18 Feb 2000,2000,"Crime, Drama, Thriller",N/A,7.0,"46,759",Internet Movie Database,7.0/10,Rotten Tomatoes,66%,Metacritic,63/100
250,Book of Shadows: Blair Witch 2,15,R,90 min,27 Oct 2000,2000,"Adventure, Fantasy, Horror, Mystery, Thriller",N/A,3.9,"34,135",Internet Movie Database,3.9/10,Rotten Tomatoes,14%,Metacritic,15/100
251,Bounce,52,PG-13,106 min,17 Nov 2000,2000,"Drama, Romance",N/A,5.7,"19,266",Internet Movie Database,5.7/10,Rotten Tomatoes,52%,Metacritic,52/100
252,Boys and Girls,29,PG-13,94 min,16 Jun 2000,2000,"Comedy, Drama, Romance",N/A,5.4,"15,247",Internet Movie Database,5.4/10,Rotten Tomatoes,11%,Metacritic,29/100
253,Bring It On,52,PG-13,98 min,25 Aug 2000,2000,"Comedy, Romance, Sport","$67,905,760",6.0,"81,928",Internet Movie Database,6.0/10,Rotten Tomatoes,63%,Metacritic,52/100
254,The Broken Hearts Club: A Romantic Comedy,51,R,94 min,20 Oct 2000,2000,"Comedy, Drama, Romance, Sport",N/A,7.0,"6,808",Internet Movie Database,7.0/10,Rotten Tomatoes,64%,Metacritic,51/100
255,Brother,47,R,114 min,27 Jan 2001,2000,"Crime, Drama, Thriller",N/A,7.2,"20,666",Internet Movie Database,7.2/10,Rotten Tomatoes,47%,Metacritic,47/100
256,Cast Away,73,PG-13,143 min,22 Dec 2000,2000,"Adventure, Drama, Romance",N/A,7.8,"478,472",Internet Movie Database,7.8/10,Rotten Tomatoes,88%,Metacritic,73/100
257,Cecil B. DeMented,57,R,87 min,01 Sep 2000,2000,"Comedy, Crime, Thriller",N/A,6.2,"12,710",Internet Movie Database,6.2/10,Rotten Tomatoes,53%,Metacritic,57/100
258,The Cell,40,R,107 min,18 Aug 2000,2000,"Horror, Sci-Fi, Thriller",N/A,6.3,"90,435",Internet Movie Database,6.3/10,Rotten Tomatoes,45%,Metacritic,40/100
259,Center Stage,52,PG-13,115 min,12 May 2000,2000,"Drama, Music, Romance",N/A,6.7,"17,691",Internet Movie Database,6.7/10,Rotten Tomatoes,42%,Metacritic,52/100
260,Charlie's Angels,52,PG-13,98 min,03 Nov 2000,2000,"Action, Adventure, Comedy, Crime, Thriller","$124,420,707",5.5,"164,922",Internet Movie Database,5.5/10,Rotten Tomatoes,68%,Metacritic,52/100
261,Cherry Falls,N/A,R,92 min,25 Aug 2000,2000,"Horror, Mystery, Thriller",N/A,5.2,"11,497",Internet Movie Database,5.2/10,Rotten Tomatoes,53%,null,null
262,Chinese Coffee,N/A,R,99 min,02 Sep 2000,2000,Drama,N/A,7.3,"3,372",Internet Movie Database,7.3/10,null,null,null,null
263,Chocolat,64,PG-13,121 min,19 Jan 2001,2000,"Drama, Romance",N/A,7.3,"168,985",Internet Movie Database,7.3/10,Rotten Tomatoes,62%,Metacritic,64/100
264,Chuck & Buck,76,R,96 min,04 Aug 2000,2000,"Comedy, Drama",N/A,6.6,"4,968",Internet Movie Database,6.6/10,Rotten Tomatoes,84%,Metacritic,76/100
265,The Contender,59,R,126 min,13 Oct 2000,2000,"Drama, Thriller","$16,120,906",6.9,"22,041",Internet Movie Database,6.9/10,Rotten Tomatoes,76%,Metacritic,59/100
266,Coyote Ugly,27,PG-13,100 min,04 Aug 2000,2000,"Comedy, Drama, Music, Romance",N/A,5.7,"101,794",Internet Movie Database,5.7/10,Rotten Tomatoes,23%,Metacritic,27/100
267,The Crew,37,PG-13,88 min,25 Aug 2000,2000,"Crime, Comedy","$12,485,210",5.6,"4,366",Internet Movie Database,5.6/10,Rotten Tomatoes,20%,Metacritic,37/100
268,The Crossing,N/A,TV-PG,42 min,19 Mar 2018,2018,"Adventure, Drama, Sci-Fi",null,7.2,"7,650",Internet Movie Database,7.2/10,null,null,null,null
269,Digimon: The Movie,20,PG,82 min,06 Oct 2000,2000,"Animation, Action, Adventure, Family, Sci-Fi","$9,009,288",6.1,"6,355",Internet Movie Database,6.1/10,Rotten Tomatoes,24%,Metacritic,20/100
270,Dinosaur,56,PG,82 min,19 May 2000,2000,"Animation, Adventure, Family, Thriller","$135,606,304",6.5,"48,445",Internet Movie Database,6.5/10,Rotten Tomatoes,64%,Metacritic,56/100
271,Down to You,13,PG-13,91 min,21 Jan 2000,2000,"Comedy, Drama, Romance",N/A,5.0,"13,724",Internet Movie Database,5.0/10,Rotten Tomatoes,3%,Metacritic,13/100
272,Dr. T & the Women,64,R,122 min,13 Oct 2000,2000,"Comedy, Drama, Romance","$12,115,208",4.6,"17,027",Internet Movie Database,4.6/10,Rotten Tomatoes,56%,Metacritic,64/100
273,Dracula 2000,26,R,99 min,22 Dec 2000,2000,"Action, Fantasy, Horror, Thriller",N/A,4.9,"30,429",Internet Movie Database,4.9/10,Metacritic,26/100,null,null
274,Drowning Mona,25,PG-13,96 min,03 Mar 2000,2000,"Comedy, Crime, Mystery",N/A,5.6,"12,625",Internet Movie Database,5.6/10,Rotten Tomatoes,29%,Metacritic,25/100
275,"Dude, Where's My Car?",30,PG-13,83 min,15 Dec 2000,2000,"Comedy, Mystery, Sci-Fi","$44,992,961",5.5,"129,422",Internet Movie Database,5.5/10,Rotten Tomatoes,17%,Metacritic,30/100
276,Duets,40,R,112 min,15 Sep 2000,2000,"Comedy, Drama, Music, Romance","$4,262,782",6.1,"8,854",Internet Movie Database,6.1/10,Rotten Tomatoes,21%,Metacritic,40/100
277,Dungeons & Dragons,14,PG-13,107 min,08 Dec 2000,2000,"Action, Adventure, Fantasy","$14,813,627",3.6,"30,683",Internet Movie Database,3.6/10,Rotten Tomatoes,10%,Metacritic,14/100
278,The Emperor's New Groove,70,G,78 min,15 Dec 2000,2000,"Animation, Adventure, Comedy, Family, Fantasy","$87,320,505",7.3,"164,273",Internet Movie Database,7.3/10,Rotten Tomatoes,85%,Metacritic,70/100
279,Erin Brockovich,73,R,131 min,17 Mar 2000,2000,"Biography, Drama",N/A,7.3,"160,834",Internet Movie Database,7.3/10,Rotten Tomatoes,84%,Metacritic,73/100
280,An Everlasting Piece,56,R,103 min,23 Mar 2001,2000,Comedy,"$9,128",6.3,"1,449",Internet Movie Database,6.3/10,Rotten Tomatoes,48%,Metacritic,56/100
281,The Eyes of Tammy Faye,69,PG-13,79 min,01 Oct 2000,2000,"Documentary, Biography",N/A,7.2,"1,420",Internet Movie Database,7.2/10,Rotten Tomatoes,86%,Metacritic,69/100
282,The Family Man,42,PG-13,125 min,22 Dec 2000,2000,"Comedy, Drama, Fantasy, Romance",N/A,6.8,"97,577",Internet Movie Database,6.8/10,Rotten Tomatoes,53%,Metacritic,42/100
283,Final Destination,36,R,98 min,17 Mar 2000,2000,"Horror, Thriller",N/A,6.7,"213,686",Internet Movie Database,6.7/10,Rotten Tomatoes,34%,Metacritic,36/100
