Title,Metascore,Rated,Runtime,Released,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score,release_month,release_year
U2 3D,83.0,G,85 min,22 Feb 2008,"Documentary, Music",10362088.0,8.4,"2,753",Internet Movie Database,8.4,Rotten Tomatoes,9.2,Metacritic,8.3,02,2008
Untraceable,32.0,R,101 min,25 Jan 2008,"Crime, Mystery, Thriller",28687835.0,6.2,"45,471",Internet Movie Database,6.2,Rotten Tomatoes,1.6,Metacritic,3.2,01,2008
Valkyrie,56.0,PG-13,121 min,25 Dec 2008,"Drama, History, Thriller, War",82989109.0,7.1,"215,780",Internet Movie Database,7.1,Rotten Tomatoes,6.2,Metacritic,5.6,12,2008
Vantage Point,40.0,PG-13,90 min,22 Feb 2008,"Action, Crime, Drama, Mystery, Thriller",72266306.0,6.6,"139,477",Internet Movie Database,6.6,Rotten Tomatoes,3.4,Metacritic,4.0,02,2008
Vicky Cristina Barcelona,70.0,PG-13,96 min,15 Aug 2008,"Comedy, Drama, Romance",23164041.0,7.1,"229,383",Internet Movie Database,7.1,Rotten Tomatoes,8.1,Metacritic,7.0,08,2008
W.,56.0,PG-13,129 min,17 Oct 2008,"Biography, Comedy, Drama, History",25517500.0,6.3,"44,701",Internet Movie Database,6.3,Rotten Tomatoes,5.8,Metacritic,5.6,10,2008
The Wackness,61.0,R,99 min,01 Aug 2008,"Comedy, Drama, Romance",2100000.0,7.0,"29,217",Internet Movie Database,7.0,Rotten Tomatoes,7.0,Metacritic,6.1,08,2008
WALL·E,95.0,G,98 min,27 Jun 2008,"Animation, Adventure, Family, Sci-Fi",223749872.0,8.4,"919,942",Internet Movie Database,8.4,Rotten Tomatoes,9.5,Metacritic,9.5,06,2008
Waltz with Bashir,91.0,R,90 min,12 Jun 2008,"Documentary, Animation, Biography, Drama, History, Mystery, War",2300000.0,8.0,"52,632",Internet Movie Database,8.0,Rotten Tomatoes,9.6,Metacritic,9.1,06,2008
Wanted,64.0,R,110 min,27 Jun 2008,"Action, Crime, Fantasy, Thriller",134294280.0,6.7,"343,350",Internet Movie Database,6.7,Rotten Tomatoes,7.1,Metacritic,6.4,06,2008
"War, Inc.",37.0,R,107 min,13 Jun 2008,"Action, Comedy, Thriller",515643.0,5.6,"21,021",Internet Movie Database,5.6,Rotten Tomatoes,3.0,Metacritic,3.7,06,2008
"Welcome Home, Roscoe Jenkins",46.0,PG-13,114 min,08 Feb 2008,"Comedy, Romance",42168445.0,5.5,"12,683",Internet Movie Database,5.5,Rotten Tomatoes,2.3,Metacritic,4.6,02,2008
What Happens in Vegas,36.0,PG-13,99 min,09 May 2008,"Comedy, Romance",80199843.0,6.1,"158,443",Internet Movie Database,6.1,Rotten Tomatoes,2.6,Metacritic,3.6,05,2008
Witless Protection,17.0,PG-13,97 min,22 Feb 2008,"Comedy, Crime",4131640.0,3.3,"5,794",Internet Movie Database,3.3,Rotten Tomatoes,0.4,Metacritic,1.7,02,2008
The Women,27.0,PG-13,114 min,12 Sep 2008,"Comedy, Drama",26814683.0,4.9,"19,286",Internet Movie Database,4.9,Rotten Tomatoes,1.3,Metacritic,2.7,09,2008
The Wrestler,81.0,R,109 min,30 Jan 2009,"Drama, Sport",26136413.0,7.9,"278,886",Internet Movie Database,7.9,Rotten Tomatoes,9.8,Metacritic,8.1,01,2009
The X Files: I Want to Believe,47.0,PG-13,104 min,25 Jul 2008,"Drama, Horror, Mystery, Sci-Fi, Thriller",20847266.0,5.9,"86,237",Internet Movie Database,5.9,Rotten Tomatoes,3.1,Metacritic,4.7,07,2008
Yes Man,46.0,PG-13,104 min,19 Dec 2008,"Comedy, Romance",97600000.0,6.8,"313,645",Internet Movie Database,6.8,Rotten Tomatoes,4.6,Metacritic,4.6,12,2008
You Don't Mess with the Zohan,54.0,PG-13,113 min,06 Jun 2008,Comedy,100018837.0,5.5,"179,175",Internet Movie Database,5.5,Rotten Tomatoes,3.7,Metacritic,5.4,06,2008
Zack and Miri Make a Porno,56.0,R,101 min,31 Oct 2008,"Comedy, Romance",31382624.0,6.5,"167,014",Internet Movie Database,6.5,Rotten Tomatoes,6.5,Metacritic,5.6,10,2008
12 Rounds,38.0,PG-13,108 min,27 Mar 2009,"Action, Crime, Thriller",12200000.0,5.6,"26,081",Internet Movie Database,5.6,Rotten Tomatoes,3.0,Metacritic,3.8,03,2009
2012,49.0,PG-13,158 min,13 Nov 2009,"Action, Adventure, Sci-Fi",166112167.0,5.8,"331,033",Internet Movie Database,5.8,Rotten Tomatoes,3.9,Metacritic,4.9,11,2009
9,60.0,PG-13,79 min,09 Sep 2009,"Animation, Action, Adventure, Sci-Fi",31691649.0,7.1,"126,762",Internet Movie Database,7.1,Rotten Tomatoes,5.7,Metacritic,6.0,09,2009
Adam,56.0,PG-13,99 min,28 Aug 2009,"Comedy, Drama, Romance",2121118.0,7.2,"32,679",Internet Movie Database,7.2,Rotten Tomatoes,6.5,Metacritic,5.6,08,2009
Adventureland,76.0,R,107 min,03 Apr 2009,"Comedy, Drama, Romance",15900000.0,6.8,"147,378",Internet Movie Database,6.8,Rotten Tomatoes,8.8,Metacritic,7.6,04,2009
Alien Trespass,48.0,PG,90 min,01 Jan 2009,"Comedy, Horror, Sci-Fi, Thriller",43437.0,5.7,"3,488",Internet Movie Database,5.7,Rotten Tomatoes,3.5,Metacritic,4.8,01,2009
Aliens in the Attic,42.0,PG,86 min,31 Jul 2009,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",24967943.0,5.4,"19,615",Internet Movie Database,5.4,Rotten Tomatoes,3.2,Metacritic,4.2,07,2009
All About Steve,17.0,PG-13,99 min,04 Sep 2009,"Comedy, Romance",33806061.0,4.8,"38,141",Internet Movie Database,4.8,Rotten Tomatoes,0.6,Metacritic,1.7,09,2009
Alvin and the Chipmunks: The Squeakquel,41.0,PG,88 min,23 Dec 2009,"Animation, Comedy, Family, Fantasy, Music",219304216.0,4.5,"39,626",Internet Movie Database,4.5,Rotten Tomatoes,2.0,Metacritic,4.1,12,2009
Amelia,37.0,PG,111 min,23 Oct 2009,"Adventure, Biography, Drama, Romance",14195118.0,5.8,"11,415",Internet Movie Database,5.8,Rotten Tomatoes,2.0,Metacritic,3.7,10,2009
American Violet,56.0,PG-13,103 min,17 Apr 2009,Drama,465786.0,7.0,"2,296",Internet Movie Database,7.0,Rotten Tomatoes,7.5,Metacritic,5.6,04,2009
Angels & Demons,48.0,PG-13,138 min,15 May 2009,"Mystery, Thriller",133375846.0,6.7,"255,790",Internet Movie Database,6.7,Rotten Tomatoes,3.7,Metacritic,4.8,05,2009
Armored,50.0,PG-13,88 min,04 Dec 2009,"Action, Crime, Thriller",15988876.0,5.7,"28,813",Internet Movie Database,5.7,Rotten Tomatoes,4.0,Metacritic,5.0,12,2009
Astro Boy,53.0,PG,94 min,23 Oct 2009,"Animation, Action, Comedy, Family, Sci-Fi",19548064.0,6.3,"30,806",Internet Movie Database,6.3,Rotten Tomatoes,5.0,Metacritic,5.3,10,2009
Avatar,83.0,PG-13,162 min,18 Dec 2009,"Action, Adventure, Fantasy, Sci-Fi",749700000.0,7.8,"1,055,104",Internet Movie Database,7.8,Rotten Tomatoes,8.2,Metacritic,8.3,12,2009
Away We Go,58.0,R,98 min,26 Jun 2009,"Comedy, Drama, Romance",9400000.0,7.0,"49,911",Internet Movie Database,7.0,Rotten Tomatoes,6.7,Metacritic,5.8,06,2009
Bandslam,66.0,PG,111 min,14 Aug 2009,"Comedy, Drama, Family, Music, Romance",5205343.0,6.3,"13,242",Internet Movie Database,6.3,Rotten Tomatoes,8.1,Metacritic,6.6,08,2009
Battle for Terra,54.0,PG,85 min,01 May 2009,"Animation, Action, Adventure, Sci-Fi, Thriller",1647083.0,6.6,"10,912",Internet Movie Database,6.6,Rotten Tomatoes,4.9,Metacritic,5.4,05,2009
Big Fan,70.0,R,88 min,18 Jan 2009,"Comedy, Crime, Drama, Sport",105339.0,6.7,"8,611",Internet Movie Database,6.7,Rotten Tomatoes,8.6,Metacritic,7.0,01,2009
The Blind Side,53.0,PG-13,129 min,20 Nov 2009,"Biography, Drama, Sport",255900000.0,7.6,"270,329",Internet Movie Database,7.6,Rotten Tomatoes,6.6,Metacritic,5.3,11,2009
The Boondock Saints II: All Saints Day,24.0,R,118 min,11 Dec 2009,"Action, Crime, Thriller",10150172.0,6.3,"59,083",Internet Movie Database,6.3,Rotten Tomatoes,2.3,Metacritic,2.4,12,2009
The Box,47.0,PG-13,115 min,06 Nov 2009,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",114882598.0,5.5,"85,915",Internet Movie Database,5.5,Rotten Tomatoes,4.4,Metacritic,4.7,11,2009
Bride Wars,24.0,PG,89 min,09 Jan 2009,"Comedy, Romance",58637818.0,5.5,"95,367",Internet Movie Database,5.5,Rotten Tomatoes,1.0,Metacritic,2.4,01,2009
Brothers,58.0,R,105 min,04 Dec 2009,"Action, Drama, Romance, Thriller, War",28501651.0,7.1,"104,161",Internet Movie Database,7.1,Rotten Tomatoes,6.3,Metacritic,5.8,12,2009
The Brothers Bloom,55.0,PG-13,114 min,19 Jun 2009,"Action, Adventure, Comedy, Crime, Drama, Romance",3479844.0,6.8,"46,593",Internet Movie Database,6.8,Rotten Tomatoes,6.8,Metacritic,5.5,06,2009
Brothers at War,60.0,R,110 min,13 Mar 2009,"Documentary, War",33142.0,6.6,556,Internet Movie Database,6.6,Rotten Tomatoes,7.0,Metacritic,6.0,03,2009
Brüno,54.0,R,81 min,10 Jul 2009,Comedy,59992760.0,5.8,"135,276",Internet Movie Database,5.8,Rotten Tomatoes,6.7,Metacritic,5.4,07,2009
Capitalism: A Love Story,61.0,R,127 min,02 Oct 2009,"Documentary, Crime, News",14342792.0,7.4,"39,824",Internet Movie Database,7.4,Rotten Tomatoes,7.5,Metacritic,6.1,10,2009
Case 39,25.0,R,109 min,01 Oct 2010,"Horror, Mystery, Thriller",13248477.0,6.2,"72,731",Internet Movie Database,6.2,Rotten Tomatoes,2.1,Metacritic,2.5,10,2010
A Christmas Carol,55.0,PG,96 min,06 Nov 2009,"Animation, Drama, Family, Fantasy",137816456.0,6.8,"92,687",Internet Movie Database,6.8,Rotten Tomatoes,5.3,Metacritic,5.5,11,2009
Cirque du Freak: The Vampire's Assistant,43.0,PG-13,109 min,23 Oct 2009,"Action, Adventure, Fantasy, Thriller",13838130.0,5.9,"41,188",Internet Movie Database,5.9,Rotten Tomatoes,3.8,Metacritic,4.3,10,2009
Cloudy with a Chance of Meatballs,66.0,PG,90 min,18 Sep 2009,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",124870275.0,6.9,"188,869",Internet Movie Database,6.9,Rotten Tomatoes,8.6,Metacritic,6.6,09,2009
Cold Souls,69.0,PG-13,101 min,05 May 2010,"Comedy, Drama",700980.0,6.4,"9,305",Internet Movie Database,6.4,Rotten Tomatoes,7.5,Metacritic,6.9,05,2010
The Collector,29.0,R,90 min,31 Jul 2009,"Horror, Thriller",7674322.0,6.4,"53,475",Internet Movie Database,6.4,Rotten Tomatoes,2.9,Metacritic,2.9,07,2009
Confessions of a Shopaholic,38.0,PG,104 min,13 Feb 2009,"Comedy, Romance",44239688.0,5.9,"71,315",Internet Movie Database,5.9,Rotten Tomatoes,2.5,Metacritic,3.8,02,2009
Coraline,80.0,PG,100 min,06 Feb 2009,"Animation, Drama, Fantasy, Thriller",75169351.0,7.7,"180,106",Internet Movie Database,7.7,Rotten Tomatoes,9.0,Metacritic,8.0,02,2009
Couples Retreat,23.0,PG-13,113 min,09 Oct 2009,Comedy,109176215.0,5.5,"96,527",Internet Movie Database,5.5,Rotten Tomatoes,1.0,Metacritic,2.3,10,2009
The Cove,84.0,PG-13,92 min,07 Aug 2009,"Documentary, Crime",619467.0,8.4,"45,511",Internet Movie Database,8.4,Rotten Tomatoes,9.5,Metacritic,8.4,08,2009
Crank: High Voltage,41.0,R,96 min,17 Apr 2009,"Action, Crime, Thriller",13630226.0,6.2,"133,198",Internet Movie Database,6.2,Rotten Tomatoes,6.4,Metacritic,4.1,04,2009
Crazy Heart,83.0,R,112 min,05 Feb 2010,"Drama, Music, Romance",38349555.0,7.2,"80,082",Internet Movie Database,7.2,Rotten Tomatoes,9.0,Metacritic,8.3,02,2010
Crossing Over,38.0,R,113 min,26 Feb 2009,"Crime, Drama",402469.0,6.7,"21,955",Internet Movie Database,6.7,Rotten Tomatoes,1.6,Metacritic,3.8,02,2009
Dance Flick,40.0,PG-13,83 min,22 May 2009,"Action, Comedy, Music",25615792.0,3.5,"11,219",Internet Movie Database,3.5,Rotten Tomatoes,1.8,Metacritic,4.0,05,2009
Did You Hear About the Morgans?,27.0,PG-13,103 min,18 Dec 2009,"Comedy, Drama, Romance",29580087.0,4.8,"35,268",Internet Movie Database,4.8,Rotten Tomatoes,1.2,Metacritic,2.7,12,2009
District 9,81.0,R,112 min,14 Aug 2009,"Action, Sci-Fi, Thriller",115646235.0,7.9,"608,847",Internet Movie Database,7.9,Rotten Tomatoes,9.0,Metacritic,8.1,08,2009
Drag Me to Hell,83.0,PG-13,99 min,29 May 2009,"Horror, Thriller",42100000.0,6.5,"178,469",Internet Movie Database,6.5,Rotten Tomatoes,9.2,Metacritic,8.3,05,2009
Duplicity,69.0,PG-13,125 min,20 Mar 2009,"Comedy, Crime, Romance, Thriller",40559930.0,6.1,"45,491",Internet Movie Database,6.1,Rotten Tomatoes,6.5,Metacritic,6.9,03,2009
Echelon Conspiracy,26.0,PG-13,105 min,27 Feb 2009,"Action, Crime, Mystery, Thriller",500154.0,5.8,"18,293",Internet Movie Database,5.8,Rotten Tomatoes,0.0,Metacritic,2.6,02,2009
Every Little Step,76.0,PG-13,96 min,12 Jun 2009,"Documentary, Music",1528106.0,7.5,"1,315",Internet Movie Database,7.5,Rotten Tomatoes,9.2,Metacritic,7.6,06,2009
Everybody's Fine,47.0,PG-13,99 min,04 Dec 2009,"Adventure, Drama",8855646.0,7.1,"56,469",Internet Movie Database,7.1,Rotten Tomatoes,4.7,Metacritic,4.7,12,2009
Extract,61.0,R,92 min,04 Sep 2009,"Comedy, Crime, Romance",10642511.0,6.1,"42,996",Internet Movie Database,6.1,Rotten Tomatoes,6.2,Metacritic,6.1,09,2009
Fantastic Mr. Fox,83.0,PG,87 min,25 Nov 2009,"Animation, Adventure, Comedy, Crime, Drama, Family",21000000.0,7.8,"179,284",Internet Movie Database,7.8,Rotten Tomatoes,9.2,Metacritic,8.3,11,2009
Fast & Furious,46.0,PG-13,107 min,03 Apr 2009,"Action, Adventure, Thriller",155022220.0,6.6,"245,968",Internet Movie Database,6.6,Rotten Tomatoes,2.9,Metacritic,4.6,04,2009
Fighting,61.0,PG-13,105 min,24 Apr 2009,"Action, Crime, Drama, Romance, Sport",23036320.0,5.6,"30,912",Internet Movie Database,5.6,Rotten Tomatoes,4.0,Metacritic,6.1,04,2009
The Final Destination,30.0,R,82 min,28 Aug 2009,Horror,66436248.0,5.2,"90,255",Internet Movie Database,5.2,Rotten Tomatoes,2.9,Metacritic,3.0,08,2009
Fired Up!,31.0,PG-13,90 min,20 Feb 2009,"Comedy, Sport",16755117.0,6.1,"40,810",Internet Movie Database,6.1,Rotten Tomatoes,2.5,Metacritic,3.1,02,2009
"Food, Inc.",80.0,PG,94 min,31 Jul 2009,"Documentary, News",4238694.0,7.8,"48,022",Internet Movie Database,7.8,Rotten Tomatoes,9.5,Metacritic,8.0,07,2009
Funny People,60.0,R,146 min,31 Jul 2009,"Comedy, Drama",51814190.0,6.3,"110,027",Internet Movie Database,6.3,Rotten Tomatoes,6.9,Metacritic,6.0,07,2009
G-Force,41.0,PG,88 min,24 Jul 2009,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",119420252.0,5.1,"39,689",Internet Movie Database,5.1,Rotten Tomatoes,2.2,Metacritic,4.1,07,2009
G.I. Joe: The Rise of Cobra,32.0,PG-13,118 min,07 Aug 2009,"Action, Adventure, Sci-Fi, Thriller",150167630.0,5.8,"192,005",Internet Movie Database,5.8,Rotten Tomatoes,3.4,Metacritic,3.2,08,2009
Gamer,27.0,R,95 min,04 Sep 2009,"Action, Sci-Fi, Thriller",20488579.0,5.8,"125,417",Internet Movie Database,5.8,Rotten Tomatoes,3.0,Metacritic,2.7,09,2009
Ghosts of Girlfriends Past,34.0,PG-13,100 min,01 May 2009,"Comedy, Fantasy, Romance",55179308.0,5.8,"78,646",Internet Movie Database,5.8,Rotten Tomatoes,2.7,Metacritic,3.4,05,2009
The Girlfriend Experience,66.0,R,77 min,08 Jul 2009,Drama,642853.0,5.5,"15,206",Internet Movie Database,5.5,Rotten Tomatoes,6.7,Metacritic,6.6,07,2009
"The Goods: Live Hard, Sell Hard",39.0,R,89 min,14 Aug 2009,Comedy,15000327.0,5.8,"19,576",Internet Movie Database,5.8,Rotten Tomatoes,2.7,Metacritic,3.9,08,2009
The Great Buck Howard,63.0,PG,90 min,10 Apr 2009,"Comedy, Drama",606264.0,6.5,"13,038",Internet Movie Database,6.5,Rotten Tomatoes,7.2,Metacritic,6.3,04,2009
The Hangover,73.0,R,100 min,05 Jun 2009,Comedy,277313371.0,7.7,"676,552",Internet Movie Database,7.7,Rotten Tomatoes,7.8,Metacritic,7.3,06,2009
Hannah Montana: The Movie,47.0,G,102 min,10 Apr 2009,"Comedy, Drama, Family, Music, Romance",79478344.0,4.4,"37,332",Internet Movie Database,4.4,Rotten Tomatoes,4.3,Metacritic,4.7,04,2009
Harry Potter and the Half-Blood Prince,78.0,PG,153 min,15 Jul 2009,"Action, Adventure, Family, Fantasy, Mystery",301920409.0,7.6,"425,184",Internet Movie Database,7.6,Rotten Tomatoes,8.3,Metacritic,7.8,07,2009
The Haunting in Connecticut,33.0,PG-13,92 min,27 Mar 2009,"Drama, Horror, Mystery, Thriller",55325526.0,5.9,"56,835",Internet Movie Database,5.9,Rotten Tomatoes,1.7,Metacritic,3.3,03,2009
He's Just Not That Into You,47.0,PG-13,129 min,06 Feb 2009,"Comedy, Drama, Romance",93800000.0,6.4,"150,974",Internet Movie Database,6.4,Rotten Tomatoes,4.0,Metacritic,4.7,02,2009
Hotel for Dogs,51.0,PG,100 min,16 Jan 2009,"Comedy, Family",73023275.0,5.4,"20,084",Internet Movie Database,5.4,Rotten Tomatoes,4.6,Metacritic,5.1,01,2009
Humpday,74.0,R,94 min,16 Sep 2009,"Comedy, Drama, Romance",254272.0,6.0,"5,160",Internet Movie Database,6.0,Rotten Tomatoes,7.9,Metacritic,7.4,09,2009
I Can Do Bad All by Myself,55.0,PG-13,113 min,11 Sep 2009,"Comedy, Drama",51697449.0,4.4,"9,230",Internet Movie Database,4.4,Rotten Tomatoes,6.1,Metacritic,5.5,09,2009
I Hope They Serve Beer in Hell,26.0,R,105 min,25 Sep 2009,Comedy,1357585.0,5.3,"8,030",Internet Movie Database,5.3,Rotten Tomatoes,2.0,Metacritic,2.6,09,2009
The Hurt Locker,94.0,R,131 min,31 Jul 2009,"Drama, Thriller, War",15700000.0,7.6,"396,477",Internet Movie Database,7.6,Rotten Tomatoes,9.7,Metacritic,9.4,07,2009
"I Love You, Beth Cooper",32.0,PG-13,102 min,10 Jul 2009,"Comedy, Romance",14800000.0,5.3,"32,120",Internet Movie Database,5.3,Rotten Tomatoes,1.3,Metacritic,3.2,07,2009
"I Love You, Man",70.0,R,105 min,20 Mar 2009,"Comedy, Romance",71300000.0,7.0,"186,774",Internet Movie Database,7.0,Rotten Tomatoes,8.3,Metacritic,7.0,03,2009
Ice Age: Dawn of the Dinosaurs,50.0,PG,94 min,01 Jul 2009,"Animation, Adventure, Comedy, Family",124605432.0,6.9,"206,824",Internet Movie Database,6.9,Rotten Tomatoes,4.6,Metacritic,5.0,07,2009
Imagine That,54.0,PG,107 min,12 Jun 2009,"Comedy, Drama, Family, Fantasy",16088610.0,5.6,"12,553",Internet Movie Database,5.6,Rotten Tomatoes,4.1,Metacritic,5.4,06,2009
The Imaginarium of Doctor Parnassus,65.0,PG-13,123 min,08 Jan 2010,"Adventure, Comedy, Fantasy, Mystery",7504196.0,6.8,"139,009",Internet Movie Database,6.8,Rotten Tomatoes,6.4,Metacritic,6.5,01,2010
The Informant!,66.0,R,108 min,18 Sep 2009,"Biography, Comedy, Crime, Drama",33278731.0,6.4,"60,482",Internet Movie Database,6.4,Rotten Tomatoes,8.0,Metacritic,6.6,09,2009
Inglourious Basterds,69.0,R,153 min,21 Aug 2009,"Adventure, Drama, War",120523073.0,8.3,"1,150,052",Internet Movie Database,8.3,Rotten Tomatoes,8.9,Metacritic,6.9,08,2009
The International,52.0,R,118 min,13 Feb 2009,"Action, Crime, Drama, Mystery, Thriller",25450527.0,6.5,"87,515",Internet Movie Database,6.5,Rotten Tomatoes,5.8,Metacritic,5.2,02,2009
Invictus,74.0,PG-13,134 min,11 Dec 2009,"Biography, Drama, History, Sport",37431431.0,7.3,"142,141",Internet Movie Database,7.3,Rotten Tomatoes,7.6,Metacritic,7.4,12,2009
The Invention of Lying,58.0,PG-13,100 min,02 Oct 2009,"Comedy, Fantasy, Romance",18439082.0,6.3,"108,238",Internet Movie Database,6.3,Rotten Tomatoes,5.6,Metacritic,5.8,10,2009
It Might Get Loud,70.0,PG,98 min,27 Aug 2009,"Documentary, Music",1234300.0,7.6,"11,873",Internet Movie Database,7.6,Rotten Tomatoes,8.0,Metacritic,7.0,08,2009
It's Complicated,57.0,R,120 min,25 Dec 2009,"Comedy, Drama, Romance",112703470.0,6.5,"81,615",Internet Movie Database,6.5,Rotten Tomatoes,5.8,Metacritic,5.7,12,2009
Jennifer's Body,47.0,R,102 min,18 Sep 2009,"Comedy, Horror",16031583.0,5.2,"107,225",Internet Movie Database,5.2,Rotten Tomatoes,4.4,Metacritic,4.7,09,2009
Jonas Brothers: The 3D Concert Experience,45.0,G,76 min,27 Feb 2009,"Documentary, Music",19024826.0,1.5,"17,198",Internet Movie Database,1.5,Rotten Tomatoes,2.4,Metacritic,4.5,02,2009
Julie & Julia,66.0,PG-13,118 min,07 Aug 2009,"Biography, Drama, Romance",94125426.0,7.0,"97,803",Internet Movie Database,7.0,Rotten Tomatoes,7.7,Metacritic,6.6,08,2009
Knowing,41.0,PG-13,121 min,20 Mar 2009,"Action, Drama, Mystery, Sci-Fi, Thriller",79948113.0,6.2,"210,389",Internet Movie Database,6.2,Rotten Tomatoes,3.3,Metacritic,4.1,03,2009
Land of the Lost,32.0,PG-13,102 min,05 Jun 2009,"Action, Adventure, Comedy, Sci-Fi",49392095.0,5.3,"61,219",Internet Movie Database,5.3,Rotten Tomatoes,2.6,Metacritic,3.2,06,2009
The Last House on the Left,42.0,R,110 min,13 Mar 2009,"Horror, Thriller",32721635.0,6.5,"80,132",Internet Movie Database,6.5,Rotten Tomatoes,4.1,Metacritic,4.2,03,2009
Law Abiding Citizen,34.0,R,109 min,16 Oct 2009,"Action, Crime, Drama, Thriller",73343413.0,7.4,"255,578",Internet Movie Database,7.4,Rotten Tomatoes,2.6,Metacritic,3.4,10,2009
Life During Wartime,69.0,R,98 min,16 Apr 2010,"Comedy, Drama",278821.0,6.4,"6,479",Internet Movie Database,6.4,Rotten Tomatoes,6.9,Metacritic,6.9,04,2010
The Limits of Control,41.0,R,116 min,19 Sep 2009,"Crime, Drama, Mystery, Thriller",362032.0,6.3,"18,410",Internet Movie Database,6.3,Rotten Tomatoes,4.3,Metacritic,4.1,09,2009
Love Happens,33.0,PG-13,109 min,18 Sep 2009,"Drama, Romance",22927390.0,5.6,"29,176",Internet Movie Database,5.6,Rotten Tomatoes,1.7,Metacritic,3.3,09,2009
The Lovely Bones,42.0,PG-13,135 min,15 Jan 2010,"Drama, Fantasy, Thriller",43982842.0,6.7,"146,608",Internet Movie Database,6.7,Rotten Tomatoes,3.2,Metacritic,4.2,01,2010
Madea Goes to Jail,50.0,PG-13,103 min,20 Feb 2009,"Comedy, Crime, Drama",90485233.0,4.4,"10,945",Internet Movie Database,4.4,Rotten Tomatoes,2.7,Metacritic,5.0,02,2009
Management,50.0,R,94 min,15 May 2009,"Comedy, Drama, Romance",809787.0,5.9,"16,324",Internet Movie Database,5.9,Rotten Tomatoes,4.7,Metacritic,5.0,05,2009
Me and Orson Welles,73.0,PG-13,114 min,18 Dec 2009,"Comedy, Drama",1070524.0,6.7,"10,254",Internet Movie Database,6.7,Rotten Tomatoes,8.5,Metacritic,7.3,12,2009
The Men Who Stare at Goats,54.0,R,94 min,06 Nov 2009,"Comedy, War",32400000.0,6.2,"122,246",Internet Movie Database,6.2,Rotten Tomatoes,5.1,Metacritic,5.4,11,2009
The Merry Gentleman,55.0,R,110 min,04 Dec 2009,"Crime, Drama",291677.0,6.6,"2,471",Internet Movie Database,6.6,Rotten Tomatoes,6.4,Metacritic,5.5,12,2009
The Messenger,77.0,R,113 min,04 Dec 2009,"Drama, Romance, War",1006655.0,7.1,"32,550",Internet Movie Database,7.1,Rotten Tomatoes,8.9,Metacritic,7.7,12,2009
Miss March,7.0,R,90 min,13 Mar 2009,"Comedy, Romance",4485877.0,5.0,"20,114",Internet Movie Database,5.0,Rotten Tomatoes,0.5,Metacritic,0.7,03,2009
Monsters vs. Aliens,56.0,PG,94 min,27 Mar 2009,"Animation, Action, Comedy, Family, Sci-Fi",198332128.0,6.5,"137,214",Internet Movie Database,6.5,Rotten Tomatoes,7.3,Metacritic,5.6,03,2009
Motherhood,34.0,PG-13,90 min,28 Aug 2009,"Comedy, Drama",50081.0,4.6,"4,166",Internet Movie Database,4.6,Rotten Tomatoes,2.0,Metacritic,3.4,08,2009
My Life in Ruins,34.0,PG-13,95 min,05 Jun 2009,"Comedy, Romance",8474608.0,5.9,"17,497",Internet Movie Database,5.9,Rotten Tomatoes,0.9,Metacritic,3.4,06,2009
My Sister's Keeper,51.0,PG-13,109 min,26 Jun 2009,"Drama, Family",49069310.0,7.4,"85,563",Internet Movie Database,7.4,Rotten Tomatoes,4.8,Metacritic,5.1,06,2009
My One and Only,62.0,PG-13,108 min,25 Sep 2009,"Adventure, Biography, Comedy, Drama, Romance",2314502.0,6.5,"8,162",Internet Movie Database,6.5,Rotten Tomatoes,6.8,Metacritic,6.2,09,2009
New in Town,29.0,PG,97 min,30 Jan 2009,"Comedy, Romance",16699684.0,5.6,"20,415",Internet Movie Database,5.6,Rotten Tomatoes,2.8,Metacritic,2.9,01,2009
"New York, I Love You",49.0,R,103 min,16 Oct 2009,"Comedy, Drama, Romance",1600000.0,6.3,"43,220",Internet Movie Database,6.3,Rotten Tomatoes,3.7,Metacritic,4.9,10,2009
Next Day Air,46.0,R,84 min,08 May 2009,"Action, Comedy, Crime",10017041.0,5.8,"9,918",Internet Movie Database,5.8,Rotten Tomatoes,2.1,Metacritic,4.6,05,2009
